Reading_ID,Reading_Date,Customer_ID,Previous_Reading,Current_Reading,Consumption_SCM,Correction_Factor,Corrected_Consumption_SCM,Rate_Per_SCM,Total_Sales
R003832,2025-04-01,C100832,7597,8332,735,1.03,757.05,50,37852.5
R003833,2025-04-01,C100833,5316,5834,518,1.02,528.36,50,26418.0
R003834,2025-04-01,C100834,5361,6570,1209,1.02,1233.18,50,61659.0
R003835,2025-04-01,C100835,4955,6730,1775,1.05,1863.75,50,93187.5
R003836,2025-04-01,C100836,4988,6070,1082,1.05,1136.1,50,56805.0
R003837,2025-04-01,C100837,4542,5928,1386,1.03,1427.58,50,71379.0
R003838,2025-04-01,C100838,5948,6999,1051,1.02,1072.02,50,53601.0
R003839,2025-04-01,C100839,5520,6747,1227,1.03,1263.81,50,63190.5
R003840,2025-04-01,C100840,7275,9001,1726,1.04,1795.04,50,89752.0
R003841,2025-04-01,C100841,6074,7309,1235,1.03,1272.05,50,63602.5
R003842,2025-04-01,C100842,5212,6167,955,1.05,1002.75,50,50137.5
R003843,2025-04-01,C100843,6629,7496,867,1.02,884.34,50,44217.0
R003844,2025-04-01,C100844,6072,7362,1290,1.05,1354.5,50,67725.0
R003845,2025-04-01,C100845,4221,5701,1480,1.04,1539.2,50,76960.0
R003846,2025-04-01,C100846,6632,7603,971,1.03,1000.13,50,50006.5
R003847,2025-04-01,C100847,6094,6697,603,1.06,639.18,50,31959.0
R003848,2025-04-01,C100848,5908,7235,1327,1.04,1380.08,50,69004.0
R003849,2025-04-01,C100849,7960,9112,1152,1.02,1175.04,50,58752.0
R003850,2025-04-01,C100850,7251,9032,1781,1.02,1816.62,50,90831.0
R003851,2025-04-01,C100851,8140,8949,809,1.05,849.45,50,42472.5
R003852,2025-04-01,C100852,7516,8142,626,1.05,657.3,50,32865.0
R003853,2025-04-01,C100853,6559,7538,979,1.03,1008.37,50,50418.5
R003854,2025-04-01,C100854,7480,8899,1419,1.01,1433.19,50,71659.5
R003855,2025-04-01,C100855,4955,6253,1298,1.02,1323.96,50,66198.0
R003856,2025-04-01,C100856,4755,6065,1310,1.03,1349.3,50,67465.0
R003857,2025-04-01,C100857,3999,5358,1359,1.04,1413.36,50,70668.0
R003858,2025-04-01,C100858,7141,7901,760,1.05,798.0,50,39900.0
R003859,2025-04-01,C100859,6132,7411,1279,1.01,1291.79,50,64589.5
R003860,2025-04-01,C100860,6620,7461,841,1.04,874.64,50,43732.0
R003861,2025-04-01,C100861,7635,8680,1045,1.02,1065.9,50,53295.0
R003862,2025-04-01,C100862,6975,8352,1377,1.03,1418.31,50,70915.5
R003863,2025-04-01,C100863,6554,7671,1117,1.05,1172.85,50,58642.5
R003864,2025-04-01,C100864,6974,8627,1653,1.03,1702.59,50,85129.5
R003865,2025-04-01,C100865,4626,5817,1191,1.05,1250.55,50,62527.5
R003866,2025-04-01,C100866,4873,6030,1157,1.03,1191.71,50,59585.5
R003867,2025-04-01,C100867,6166,7411,1245,1.03,1282.35,50,64117.5
R003868,2025-04-01,C100868,3307,4991,1684,1.01,1700.84,50,85042.0
R003869,2025-04-01,C100869,7566,8446,880,1.04,915.2,50,45760.0
R003870,2025-04-01,C100870,7575,8469,894,1.06,947.64,50,47382.0
R003871,2025-04-01,C100871,5251,6412,1161,1.03,1195.83,50,59791.5
R003872,2025-04-01,C100872,7946,8725,779,1.02,794.58,50,39729.0
R003873,2025-04-01,C100873,5897,6901,1004,1.02,1024.08,50,51204.0
R003874,2025-04-01,C100874,8116,9635,1519,1.04,1579.76,50,78988.0
R003875,2025-04-01,C100875,3607,4857,1250,1.01,1262.5,50,63125.0
R003876,2025-04-01,C100876,6016,6616,600,1.06,636.0,50,31800.0
R003877,2025-04-01,C100877,4259,5958,1699,1.05,1783.95,50,89197.5
R003878,2025-04-01,C100878,5771,6846,1075,1.05,1128.75,50,56437.5
R003879,2025-04-01,C100879,8062,9220,1158,1.01,1169.58,50,58479.0
R003880,2025-04-01,C100880,5263,6381,1118,1.04,1162.72,50,58136.0
R003881,2025-04-01,C100881,6725,7354,629,1.02,641.58,50,32079.0
R003882,2025-04-01,C100882,7821,8899,1078,1.03,1110.34,50,55517.0
R003883,2025-04-01,C100883,8112,9803,1691,1.02,1724.82,50,86241.0
R003884,2025-04-01,C100884,6700,7320,620,1.05,651.0,50,32550.0
R003885,2025-04-01,C100885,8359,9340,981,1.03,1010.43,50,50521.5
R003886,2025-04-01,C100886,8306,9998,1692,1.06,1793.52,50,89676.0
R003887,2025-04-01,C100887,7263,8260,997,1.03,1026.91,50,51345.5
R003888,2025-04-01,C100888,7258,7970,712,1.04,740.48,50,37024.0
R003889,2025-04-01,C100889,7105,8226,1121,1.02,1143.42,50,57171.0
R003890,2025-04-01,C100890,5538,6827,1289,1.03,1327.67,50,66383.5
R003891,2025-04-01,C100891,7494,8368,874,1.02,891.48,50,44574.0
R003892,2025-04-01,C100892,4582,5938,1356,1.04,1410.24,50,70512.0
R003893,2025-04-01,C100893,7312,9088,1776,1.01,1793.76,50,89688.0
R003894,2025-04-01,C100894,9537,10564,1027,1.03,1057.81,50,52890.5
R003895,2025-04-01,C100895,8099,9756,1657,1.01,1673.57,50,83678.5
R003896,2025-04-01,C100896,7590,8933,1343,1.06,1423.58,50,71179.0
R003897,2025-04-01,C100897,8685,9841,1156,1.02,1179.12,50,58956.0
R003898,2025-04-01,C100898,7275,8649,1374,1.03,1415.22,50,70761.0
R003899,2025-04-01,C100899,5337,6186,849,1.03,874.47,50,43723.5
R003900,2025-04-01,C100900,6825,7695,870,1.05,913.5,50,45675.0
R003901,2025-04-01,C100901,6369,6951,582,1.01,587.82,50,29391.0
R003902,2025-04-01,C100902,7687,8616,929,1.02,947.58,50,47379.0
R003903,2025-04-01,C100903,6297,6942,645,1.06,683.7,50,34185.0
R003904,2025-04-01,C100904,7535,8389,854,1.04,888.16,50,44408.0
R003905,2025-04-01,C100905,7749,9142,1393,1.03,1434.79,50,71739.5
R003906,2025-04-01,C100906,7380,9071,1691,1.04,1758.64,50,87932.0
R003907,2025-04-01,C100907,6072,7418,1346,1.03,1386.38,50,69319.0
R003908,2025-04-01,C100908,7674,9189,1515,1.02,1545.3,50,77265.0
R003909,2025-04-01,C100909,4626,5210,584,1.02,595.68,50,29784.0
R003910,2025-04-01,C100910,7322,8026,704,1.03,725.12,50,36256.0
R003911,2025-04-01,C100911,5870,6735,865,1.02,882.3,50,44115.0
R003912,2025-04-01,C100912,6997,8518,1521,1.04,1581.84,50,79092.0
R003913,2025-04-01,C100913,6237,7913,1676,1.02,1709.52,50,85476.0
R003914,2025-04-01,C100914,7946,9174,1228,1.03,1264.84,50,63242.0
R003915,2025-04-01,C100915,7961,8792,831,1.03,855.93,50,42796.5
R003916,2025-04-01,C100916,4681,6422,1741,1.02,1775.82,50,88791.0
R003917,2025-04-01,C100917,6466,7472,1006,1.05,1056.3,50,52815.0
R003918,2025-04-01,C100918,5802,7287,1485,1.06,1574.1,50,78705.0
R003919,2025-04-01,C100919,5793,6778,985,1.05,1034.25,50,51712.5
R003920,2025-04-01,C100920,7862,9120,1258,1.02,1283.16,50,64158.0
R003921,2025-04-01,C100921,6124,7534,1410,1.04,1466.4,50,73320.0
R003922,2025-04-01,C100922,5848,6953,1105,1.06,1171.3,50,58565.0
R003923,2025-04-01,C100923,4817,5701,884,1.06,937.04,50,46852.0
R003924,2025-04-01,C100924,4034,5456,1422,1.01,1436.22,50,71811.0
R003925,2025-04-01,C100925,7120,8689,1569,1.06,1663.14,50,83157.0
R003926,2025-04-01,C100926,6011,7396,1385,1.04,1440.4,50,72020.0
R003927,2025-04-01,C100927,7943,9361,1418,1.03,1460.54,50,73027.0
R003928,2025-04-01,C100928,5023,6002,979,1.02,998.58,50,49929.0
R003929,2025-04-01,C100929,5449,7216,1767,1.04,1837.68,50,91884.0
R003930,2025-04-01,C100930,7547,8290,743,1.04,772.72,50,38636.0
R003931,2025-04-01,C100931,5274,6255,981,1.01,990.81,50,49540.5
R003932,2025-04-01,C100932,4791,6331,1540,1.04,1601.6,50,80080.0
R003933,2025-04-01,C100933,5281,6755,1474,1.02,1503.48,50,75174.0
R003934,2025-04-01,C100934,5244,6595,1351,1.02,1378.02,50,68901.0
R003935,2025-04-01,C100935,4910,5840,930,1.03,957.9,50,47895.0
R003936,2025-04-01,C100936,4791,6443,1652,1.01,1668.52,50,83426.0
R003937,2025-04-01,C100937,6615,7913,1298,1.01,1310.98,50,65549.0
R003938,2025-04-01,C100938,6514,7951,1437,1.04,1494.48,50,74724.0
R003939,2025-04-01,C100939,4942,6220,1278,1.01,1290.78,50,64539.0
R003940,2025-04-01,C100940,7228,8576,1348,1.04,1401.92,50,70096.0
R003941,2025-04-01,C100941,5869,7097,1228,1.03,1264.84,50,63242.0
R003942,2025-04-01,C100942,7659,9252,1593,1.04,1656.72,50,82836.0
R003943,2025-04-01,C100943,5898,7549,1651,1.04,1717.04,50,85852.0
R003944,2025-04-01,C100944,6662,7741,1079,1.06,1143.74,50,57187.0
R003945,2025-04-01,C100945,5684,7343,1659,1.01,1675.59,50,83779.5
R003946,2025-04-01,C100946,6466,7357,891,1.04,926.64,50,46332.0
R003947,2025-04-01,C100947,6873,8438,1565,1.04,1627.6,50,81380.0
R003948,2025-04-01,C100948,7759,8438,679,1.02,692.58,50,34629.0
R003949,2025-04-01,C100949,5567,7365,1798,1.02,1833.96,50,91698.0
R003950,2025-04-01,C100950,6857,8649,1792,1.02,1827.84,50,91392.0
R003951,2025-04-01,C100951,19956,26948,6992,1.02,7131.84,45,320932.8
R003952,2025-04-01,C100952,31542,41246,9704,1.03,9995.12,45,449780.4
R003953,2025-04-01,C100953,20139,31158,11019,1.01,11129.19,45,500813.55
R003954,2025-04-01,C100954,38460,48236,9776,1.04,10167.04,45,457516.8
R003955,2025-04-01,C100955,29687,36907,7220,1.02,7364.4,45,331398.0
R003956,2025-04-01,C100956,27882,34915,7033,1.01,7103.33,45,319649.85
R003957,2025-04-01,C100957,29491,35330,5839,1.01,5897.39,45,265382.55
R003958,2025-04-01,C100958,34945,41225,6280,1.03,6468.4,45,291078.0
R003959,2025-04-01,C100959,19933,30150,10217,1.05,10727.85,45,482753.25
R003960,2025-04-01,C100960,26415,34758,8343,1.03,8593.29,45,386698.05
R003961,2025-04-01,C100961,27294,36877,9583,1.01,9678.83,45,435547.35
R003962,2025-04-01,C100962,21409,28800,7391,1.06,7834.46,45,352550.7
R003963,2025-04-01,C100963,26335,34212,7877,1.04,8192.08,45,368643.6
R003964,2025-04-01,C100964,29013,39897,10884,1.02,11101.68,45,499575.6
R003965,2025-04-01,C100965,34352,40056,5704,1.05,5989.2,45,269514.0
R003966,2025-04-01,C100966,27811,37038,9227,1.01,9319.27,45,419367.15
R003967,2025-04-01,C100967,17166,23607,6441,1.04,6698.64,45,301438.8
R003968,2025-04-01,C100968,25727,34210,8483,1.02,8652.66,45,389369.7
R003969,2025-04-01,C100969,24518,29379,4861,1.05,5104.05,45,229682.25
R003970,2025-04-01,C100970,24924,30377,5453,1.03,5616.59,45,252746.55
R003971,2025-04-01,C100971,24426,32476,8050,1.03,8291.5,45,373117.5
R003972,2025-04-01,C100972,23105,31271,8166,1.03,8410.98,45,378494.1
R003973,2025-04-01,C100973,27999,35933,7934,1.05,8330.7,45,374881.5
R003974,2025-04-01,C100974,24033,28288,4255,1.04,4425.2,45,199134.0
R003975,2025-04-01,C100975,28374,36395,8021,1.03,8261.63,45,371773.35
R003976,2025-04-01,C100976,29449,34313,4864,1.05,5107.2,45,229824.0
R003977,2025-04-01,C100977,28754,38103,9349,1.02,9535.98,45,429119.1
R003978,2025-04-01,C100978,29071,36872,7801,1.02,7957.02,45,358065.9
R003979,2025-04-01,C100979,22094,29122,7028,1.02,7168.56,45,322585.2
R003980,2025-04-01,C100980,25851,34462,8611,1.06,9127.66,45,410744.7
R003981,2025-04-01,C100981,21756,33665,11909,1.02,12147.18,45,546623.1
R003982,2025-04-01,C100982,29584,33773,4189,1.03,4314.67,45,194160.15
R003983,2025-04-01,C100983,24304,30895,6591,1.03,6788.73,45,305492.85
R003984,2025-04-01,C100984,30391,41450,11059,1.04,11501.36,45,517561.2
R003985,2025-04-01,C100985,27996,33022,5026,1.02,5126.52,45,230693.4
R003986,2025-04-01,C100986,22559,28672,6113,1.04,6357.52,45,286088.4
R003987,2025-04-01,C100987,31094,39488,8394,1.04,8729.76,45,392839.2
R003988,2025-04-01,C100988,24019,32363,8344,1.05,8761.2,45,394254.0
R003989,2025-04-01,C100989,21963,26243,4280,1.03,4408.4,45,198378.0
R003990,2025-04-01,C100990,30916,40079,9163,1.03,9437.89,45,424705.05
R003991,2025-04-01,C100991,30720,42175,11455,1.03,11798.65,45,530939.25
R003992,2025-04-01,C100992,33575,43798,10223,1.03,10529.69,45,473836.05
R003993,2025-04-01,C100993,33729,39080,5351,1.04,5565.04,45,250426.8
R003994,2025-04-01,C100994,25568,35171,9603,1.05,10083.15,45,453741.75
R003995,2025-04-01,C100995,34564,44667,10103,1.05,10608.15,45,477366.75
R003996,2025-04-01,C100996,23759,29812,6053,1.01,6113.53,45,275108.85
R003997,2025-04-01,C100997,27832,36444,8612,1.05,9042.6,45,406917.0
R003998,2025-04-01,C100998,26806,36122,9316,1.02,9502.32,45,427604.4
R003999,2025-04-01,C100999,25725,29814,4089,1.03,4211.67,45,189525.15
R004000,2025-04-01,C101000,23118,32437,9319,1.05,9784.95,45,440322.75
R004001,2025-05-01,C100001,1842,1883,41,1.05,43.05,55,2367.75
R004002,2025-05-01,C100002,3251,3305,54,1.04,56.16,55,3088.8
R004003,2025-05-01,C100003,3097,3158,61,1.05,64.05,55,3522.75
R004004,2025-05-01,C100004,5146,5223,77,1.06,81.62,55,4489.1
R004005,2025-05-01,C100005,4420,4475,55,1.03,56.65,55,3115.75
R004006,2025-05-01,C100006,1992,2063,71,1.06,75.26,55,4139.3
R004007,2025-05-01,C100007,4131,4220,89,1.06,94.34,55,5188.7
R004008,2025-05-01,C100008,2849,2918,69,1.01,69.69,55,3832.95
R004009,2025-05-01,C100009,4217,4277,60,1.01,60.6,55,3333.0
R004010,2025-05-01,C100010,2738,2814,76,1.06,80.56,55,4430.8
R004011,2025-05-01,C100011,2993,3024,31,1.03,31.93,55,1756.15
R004012,2025-05-01,C100012,3363,3443,80,1.02,81.6,55,4488.0
R004013,2025-05-01,C100013,4567,4616,49,1.06,51.94,55,2856.7
R004014,2025-05-01,C100014,1638,1699,61,1.03,62.83,55,3455.65
R004015,2025-05-01,C100015,3501,3589,88,1.06,93.28,55,5130.4
R004016,2025-05-01,C100016,1850,1883,33,1.06,34.98,55,1923.9
R004017,2025-05-01,C100017,1597,1665,68,1.05,71.4,55,3927.0
R004018,2025-05-01,C100018,4304,4358,54,1.05,56.7,55,3118.5
R004019,2025-05-01,C100019,3100,3187,87,1.03,89.61,55,4928.55
R004020,2025-05-01,C100020,2355,2387,32,1.04,33.28,55,1830.4
R004021,2025-05-01,C100021,1454,1515,61,1.03,62.83,55,3455.65
R004022,2025-05-01,C100022,3978,4023,45,1.06,47.7,55,2623.5
R004023,2025-05-01,C100023,5089,5182,93,1.01,93.93,55,5166.15
R004024,2025-05-01,C100024,3939,3973,34,1.02,34.68,55,1907.4
R004025,2025-05-01,C100025,5181,5249,68,1.03,70.04,55,3852.2
R004026,2025-05-01,C100026,2125,2220,95,1.04,98.8,55,5434.0
R004027,2025-05-01,C100027,2612,2686,74,1.03,76.22,55,4192.1
R004028,2025-05-01,C100028,2116,2207,91,1.03,93.73,55,5155.15
R004029,2025-05-01,C100029,2529,2618,89,1.02,90.78,55,4992.9
R004030,2025-05-01,C100030,4658,4741,83,1.05,87.15,55,4793.25
R004031,2025-05-01,C100031,4408,4503,95,1.02,96.9,55,5329.5
R004032,2025-05-01,C100032,2049,2143,94,1.01,94.94,55,5221.7
R004033,2025-05-01,C100033,5159,5205,46,1.03,47.38,55,2605.9
R004034,2025-05-01,C100034,1997,2049,52,1.06,55.12,55,3031.6
R004035,2025-05-01,C100035,1819,1881,62,1.04,64.48,55,3546.4
R004036,2025-05-01,C100036,2093,2161,68,1.02,69.36,55,3814.8
R004037,2025-05-01,C100037,4864,4907,43,1.05,45.15,55,2483.25
R004038,2025-05-01,C100038,2663,2759,96,1.06,101.76,55,5596.8
R004039,2025-05-01,C100039,2857,2917,60,1.06,63.6,55,3498.0
R004040,2025-05-01,C100040,3829,3859,30,1.04,31.2,55,1716.0
R004041,2025-05-01,C100041,2966,3060,94,1.04,97.76,55,5376.8
R004042,2025-05-01,C100042,5265,5332,67,1.05,70.35,55,3869.25
R004043,2025-05-01,C100043,4637,4686,49,1.01,49.49,55,2721.95
R004044,2025-05-01,C100044,2174,2213,39,1.04,40.56,55,2230.8
R004045,2025-05-01,C100045,2875,2925,50,1.05,52.5,55,2887.5
R004046,2025-05-01,C100046,5195,5234,39,1.05,40.95,55,2252.25
R004047,2025-05-01,C100047,3179,3223,44,1.03,45.32,55,2492.6
R004048,2025-05-01,C100048,3506,3568,62,1.03,63.86,55,3512.3
R004049,2025-05-01,C100049,2483,2559,76,1.04,79.04,55,4347.2
R004050,2025-05-01,C100050,5000,5063,63,1.02,64.26,55,3534.3
R004051,2025-05-01,C100051,4514,4562,48,1.02,48.96,55,2692.8
R004052,2025-05-01,C100052,4623,4683,60,1.02,61.2,55,3366.0
R004053,2025-05-01,C100053,2743,2810,67,1.04,69.68,55,3832.4
R004054,2025-05-01,C100054,1849,1902,53,1.04,55.12,55,3031.6
R004055,2025-05-01,C100055,4771,4871,100,1.04,104.0,55,5720.0
R004056,2025-05-01,C100056,3895,3935,40,1.03,41.2,55,2266.0
R004057,2025-05-01,C100057,3888,3941,53,1.05,55.65,55,3060.75
R004058,2025-05-01,C100058,1745,1791,46,1.01,46.46,55,2555.3
R004059,2025-05-01,C100059,1988,2031,43,1.02,43.86,55,2412.3
R004060,2025-05-01,C100060,1261,1299,38,1.05,39.9,55,2194.5
R004061,2025-05-01,C100061,3668,3725,57,1.05,59.85,55,3291.75
R004062,2025-05-01,C100062,2868,2907,39,1.02,39.78,55,2187.9
R004063,2025-05-01,C100063,1841,1922,81,1.04,84.24,55,4633.2
R004064,2025-05-01,C100064,4457,4502,45,1.04,46.8,55,2574.0
R004065,2025-05-01,C100065,4656,4699,43,1.06,45.58,55,2506.9
R004066,2025-05-01,C100066,3606,3652,46,1.03,47.38,55,2605.9
R004067,2025-05-01,C100067,1950,2038,88,1.02,89.76,55,4936.8
R004068,2025-05-01,C100068,2078,2165,87,1.01,87.87,55,4832.85
R004069,2025-05-01,C100069,1924,1961,37,1.04,38.48,55,2116.4
R004070,2025-05-01,C100070,4662,4761,99,1.01,99.99,55,5499.45
R004071,2025-05-01,C100071,1434,1525,91,1.02,92.82,55,5105.1
R004072,2025-05-01,C100072,5030,5081,51,1.02,52.02,55,2861.1
R004073,2025-05-01,C100073,3941,3982,41,1.02,41.82,55,2300.1
R004074,2025-05-01,C100074,2255,2337,82,1.05,86.1,55,4735.5
R004075,2025-05-01,C100075,5255,5296,41,1.04,42.64,55,2345.2
R004076,2025-05-01,C100076,3119,3209,90,1.01,90.9,55,4999.5
R004077,2025-05-01,C100077,4528,4604,76,1.04,79.04,55,4347.2
R004078,2025-05-01,C100078,3811,3864,53,1.04,55.12,55,3031.6
R004079,2025-05-01,C100079,5038,5085,47,1.02,47.94,55,2636.7
R004080,2025-05-01,C100080,5007,5099,92,1.06,97.52,55,5363.6
R004081,2025-05-01,C100081,2904,2964,60,1.03,61.8,55,3399.0
R004082,2025-05-01,C100082,1685,1716,31,1.05,32.55,55,1790.25
R004083,2025-05-01,C100083,3818,3858,40,1.02,40.8,55,2244.0
R004084,2025-05-01,C100084,3570,3642,72,1.05,75.6,55,4158.0
R004085,2025-05-01,C100085,4360,4419,59,1.01,59.59,55,3277.45
R004086,2025-05-01,C100086,5238,5287,49,1.05,51.45,55,2829.75
R004087,2025-05-01,C100087,1484,1554,70,1.04,72.8,55,4004.0
R004088,2025-05-01,C100088,3745,3820,75,1.05,78.75,55,4331.25
R004089,2025-05-01,C100089,2221,2309,88,1.03,90.64,55,4985.2
R004090,2025-05-01,C100090,4189,4229,40,1.04,41.6,55,2288.0
R004091,2025-05-01,C100091,3848,3905,57,1.06,60.42,55,3323.1
R004092,2025-05-01,C100092,4341,4417,76,1.05,79.8,55,4389.0
R004093,2025-05-01,C100093,5115,5152,37,1.01,37.37,55,2055.35
R004094,2025-05-01,C100094,3304,3378,74,1.01,74.74,55,4110.7
R004095,2025-05-01,C100095,4127,4167,40,1.06,42.4,55,2332.0
R004096,2025-05-01,C100096,2487,2521,34,1.04,35.36,55,1944.8
R004097,2025-05-01,C100097,4049,4133,84,1.03,86.52,55,4758.6
R004098,2025-05-01,C100098,3596,3627,31,1.01,31.31,55,1722.05
R004099,2025-05-01,C100099,2587,2618,31,1.02,31.62,55,1739.1
R004100,2025-05-01,C100100,3454,3505,51,1.03,52.53,55,2889.15
R004101,2025-05-01,C100101,4020,4098,78,1.02,79.56,55,4375.8
R004102,2025-05-01,C100102,2606,2695,89,1.03,91.67,55,5041.85
R004103,2025-05-01,C100103,3424,3521,97,1.02,98.94,55,5441.7
R004104,2025-05-01,C100104,4749,4795,46,1.02,46.92,55,2580.6
R004105,2025-05-01,C100105,5170,5222,52,1.01,52.52,55,2888.6
R004106,2025-05-01,C100106,2770,2857,87,1.04,90.48,55,4976.4
R004107,2025-05-01,C100107,3334,3372,38,1.06,40.28,55,2215.4
R004108,2025-05-01,C100108,2940,3020,80,1.03,82.4,55,4532.0
R004109,2025-05-01,C100109,4351,4394,43,1.01,43.43,55,2388.65
R004110,2025-05-01,C100110,1530,1624,94,1.04,97.76,55,5376.8
R004111,2025-05-01,C100111,4639,4683,44,1.02,44.88,55,2468.4
R004112,2025-05-01,C100112,1674,1745,71,1.05,74.55,55,4100.25
R004113,2025-05-01,C100113,4935,4977,42,1.03,43.26,55,2379.3
R004114,2025-05-01,C100114,2474,2536,62,1.04,64.48,55,3546.4
R004115,2025-05-01,C100115,3932,3983,51,1.03,52.53,55,2889.15
R004116,2025-05-01,C100116,3015,3061,46,1.06,48.76,55,2681.8
R004117,2025-05-01,C100117,2311,2370,59,1.05,61.95,55,3407.25
R004118,2025-05-01,C100118,2268,2332,64,1.04,66.56,55,3660.8
R004119,2025-05-01,C100119,4795,4835,40,1.01,40.4,55,2222.0
R004120,2025-05-01,C100120,4594,4625,31,1.02,31.62,55,1739.1
R004121,2025-05-01,C100121,4982,5077,95,1.03,97.85,55,5381.75
R004122,2025-05-01,C100122,4233,4296,63,1.02,64.26,55,3534.3
R004123,2025-05-01,C100123,4214,4313,99,1.06,104.94,55,5771.7
R004124,2025-05-01,C100124,3006,3080,74,1.06,78.44,55,4314.2
R004125,2025-05-01,C100125,4494,4559,65,1.04,67.6,55,3718.0
R004126,2025-05-01,C100126,4926,4994,68,1.03,70.04,55,3852.2
R004127,2025-05-01,C100127,3369,3419,50,1.04,52.0,55,2860.0
R004128,2025-05-01,C100128,4489,4524,35,1.05,36.75,55,2021.25
R004129,2025-05-01,C100129,3319,3386,67,1.05,70.35,55,3869.25
R004130,2025-05-01,C100130,4940,5013,73,1.02,74.46,55,4095.3
R004131,2025-05-01,C100131,3616,3690,74,1.01,74.74,55,4110.7
R004132,2025-05-01,C100132,2356,2420,64,1.05,67.2,55,3696.0
R004133,2025-05-01,C100133,1866,1951,85,1.05,89.25,55,4908.75
R004134,2025-05-01,C100134,1468,1564,96,1.02,97.92,55,5385.6
R004135,2025-05-01,C100135,4004,4078,74,1.05,77.7,55,4273.5
R004136,2025-05-01,C100136,3690,3734,44,1.03,45.32,55,2492.6
R004137,2025-05-01,C100137,4823,4893,70,1.04,72.8,55,4004.0
R004138,2025-05-01,C100138,2555,2637,82,1.02,83.64,55,4600.2
R004139,2025-05-01,C100139,1971,2029,58,1.04,60.32,55,3317.6
R004140,2025-05-01,C100140,1487,1538,51,1.06,54.06,55,2973.3
R004141,2025-05-01,C100141,4273,4303,30,1.05,31.5,55,1732.5
R004142,2025-05-01,C100142,2479,2521,42,1.05,44.1,55,2425.5
R004143,2025-05-01,C100143,4196,4291,95,1.02,96.9,55,5329.5
R004144,2025-05-01,C100144,4073,4133,60,1.03,61.8,55,3399.0
R004145,2025-05-01,C100145,1733,1821,88,1.04,91.52,55,5033.6
R004146,2025-05-01,C100146,4227,4267,40,1.05,42.0,55,2310.0
R004147,2025-05-01,C100147,1486,1525,39,1.03,40.17,55,2209.35
R004148,2025-05-01,C100148,4453,4538,85,1.06,90.1,55,4955.5
R004149,2025-05-01,C100149,3690,3734,44,1.01,44.44,55,2444.2
R004150,2025-05-01,C100150,4886,4985,99,1.06,104.94,55,5771.7
R004151,2025-05-01,C100151,2113,2200,87,1.03,89.61,55,4928.55
R004152,2025-05-01,C100152,4820,4888,68,1.06,72.08,55,3964.4
R004153,2025-05-01,C100153,2523,2615,92,1.05,96.6,55,5313.0
R004154,2025-05-01,C100154,3403,3477,74,1.02,75.48,55,4151.4
R004155,2025-05-01,C100155,3777,3824,47,1.02,47.94,55,2636.7
R004156,2025-05-01,C100156,2102,2151,49,1.05,51.45,55,2829.75
R004157,2025-05-01,C100157,3910,3983,73,1.05,76.65,55,4215.75
R004158,2025-05-01,C100158,4563,4662,99,1.05,103.95,55,5717.25
R004159,2025-05-01,C100159,4316,4400,84,1.04,87.36,55,4804.8
R004160,2025-05-01,C100160,4213,4307,94,1.04,97.76,55,5376.8
R004161,2025-05-01,C100161,3634,3664,30,1.05,31.5,55,1732.5
R004162,2025-05-01,C100162,2665,2710,45,1.05,47.25,55,2598.75
R004163,2025-05-01,C100163,2644,2722,78,1.04,81.12,55,4461.6
R004164,2025-05-01,C100164,3199,3278,79,1.03,81.37,55,4475.35
R004165,2025-05-01,C100165,1330,1405,75,1.05,78.75,55,4331.25
R004166,2025-05-01,C100166,4084,4174,90,1.03,92.7,55,5098.5
R004167,2025-05-01,C100167,1765,1809,44,1.02,44.88,55,2468.4
R004168,2025-05-01,C100168,3154,3247,93,1.01,93.93,55,5166.15
R004169,2025-05-01,C100169,2064,2162,98,1.05,102.9,55,5659.5
R004170,2025-05-01,C100170,4667,4729,62,1.02,63.24,55,3478.2
R004171,2025-05-01,C100171,3477,3554,77,1.06,81.62,55,4489.1
R004172,2025-05-01,C100172,1737,1812,75,1.03,77.25,55,4248.75
R004173,2025-05-01,C100173,4198,4283,85,1.03,87.55,55,4815.25
R004174,2025-05-01,C100174,3691,3748,57,1.01,57.57,55,3166.35
R004175,2025-05-01,C100175,2059,2096,37,1.02,37.74,55,2075.7
R004176,2025-05-01,C100176,1498,1550,52,1.05,54.6,55,3003.0
R004177,2025-05-01,C100177,2870,2955,85,1.02,86.7,55,4768.5
R004178,2025-05-01,C100178,4268,4306,38,1.02,38.76,55,2131.8
R004179,2025-05-01,C100179,5150,5193,43,1.04,44.72,55,2459.6
R004180,2025-05-01,C100180,1682,1748,66,1.04,68.64,55,3775.2
R004181,2025-05-01,C100181,2940,3018,78,1.04,81.12,55,4461.6
R004182,2025-05-01,C100182,4046,4143,97,1.05,101.85,55,5601.75
R004183,2025-05-01,C100183,4150,4206,56,1.05,58.8,55,3234.0
R004184,2025-05-01,C100184,1878,1928,50,1.04,52.0,55,2860.0
R004185,2025-05-01,C100185,3820,3909,89,1.04,92.56,55,5090.8
R004186,2025-05-01,C100186,3944,4026,82,1.03,84.46,55,4645.3
R004187,2025-05-01,C100187,3897,3928,31,1.04,32.24,55,1773.2
